Case_ID,Scope,Method,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,Q_Without_M2,Q_With_M2,F_Stable_B1,F_Stable_B1_PValue,F_Stable_D8,F_Stable_D8_PValue,F_Moving_D8,F_Moving_D8_PValue,Kruskal_Wallis_Chi,Kruskal_Wallis_PValue,Accept_Status
FP317,TH-40,X13,3.0000000000,2.3080000000,1.8760000000,0.2760000000,3.0000000000,0.0800000000,1.1040000000,1.3370000000,0.7380000000,1.7290000000,1.6950000000,1.4900000000,,3.4330000000,0.0003000000,3.3330000000,0.0004000000,0.3770000000,0.9626000000,37.2000000000,0.0001000000,REJECTED
FP321,TH-40,X13,2.8610000000,2.2520000000,0.5540000000,1.6070000000,3.0000000000,0.5690000000,1.6030000000,1.8510000000,1.2580000000,1.1420000000,1.0480000000,1.6300000000,,1.2530000000,0.2593000000,2.0080000000,0.0318000000,1.1080000000,0.3612000000,32.0800000000,0.0007000000,REJECTED
FP331,TH-40,X13,3.0000000000,1.6800000000,1.0350000000,0.3270000000,3.0000000000,0.0700000000,2.0650000000,1.5740000000,1.3190000000,1.2270000000,1.1950000000,1.6200000000,,1.7430000000,0.0711000000,2.6810000000,0.0037000000,5.2900000000,0.0000000000,23.3100000000,0.0160000000,REJECTED
FU064,TH-40,X13,3.0000000000,0.4920000000,1.0780000000,0.3270000000,0.9930000000,0.8300000000,2.2390000000,2.5140000000,0.6690000000,2.9010000000,2.3300000000,1.6400000000,,1.0870000000,0.3767000000,1.3800000000,0.1888000000,2.2790000000,0.0145000000,18.8610000000,0.0636000000,REJECTED
FU078,TH-40,X13,2.6540000000,0.3890000000,0.7490000000,0.2510000000,0.9640000000,0.4940000000,2.3240000000,2.2860000000,0.8660000000,2.7740000000,2.2790000000,1.5200000000,,0.8800000000,0.5616000000,1.1460000000,0.3305000000,1.7950000000,0.0619000000,13.6980000000,0.2502000000,REJECTED
FPF03,TH-40,X13,3.0000000000,1.9260000000,1.7100000000,0.2510000000,1.9140000000,0.3470000000,1.3250000000,1.4640000000,0.5990000000,1.5730000000,1.5730000000,1.4000000000,,5.8720000000,0.0000000000,5.5470000000,0.0000000000,4.1610000000,0.0000000000,49.7410000000,0.0000000000,REJECTED
TPF02,TH-40,X13,1.3510000000,0.7910000000,0.3900000000,2.1350000000,3.0000000000,0.5850000000,2.5800000000,1.7960000000,1.6180000000,0.3590000000,0.2840000000,1.7800000000,,1.1040000000,0.3631000000,1.5230000000,0.1296000000,4.4250000000,0.0000000000,12.8700000000,0.3019000000,REJECTED
TUF01,TH-40,X13,3.0000000000,3.0000000000,2.0350000000,0.7030000000,3.0000000000,0.4630000000,2.4230000000,2.3250000000,1.2310000000,1.7830000000,1.3740000000,1.9600000000,,0.9990000000,0.4509000000,0.9670000000,0.4796000000,1.4500000000,0.1595000000,14.2990000000,0.2169000000,REJECTED
TUF02,TH-40,STL_FALLBACK,,,,,,,,,,,,,,,,,,,,,,
NPF01,TH-40,X13,3.0000000000,0.6470000000,1.0320000000,1.2310000000,2.7590000000,0.3390000000,2.5860000000,2.2380000000,0.4310000000,2.6060000000,2.1380000000,1.8900000000,,1.5470000000,0.1228000000,1.5980000000,0.1055000000,6.5790000000,0.0000000000,18.0120000000,0.0813000000,REJECTED
FPF05,TH-40,X13,3.0000000000,3.0000000000,1.7110000000,0.8540000000,3.0000000000,0.3300000000,2.0150000000,1.7370000000,1.1310000000,1.1950000000,1.0500000000,1.7500000000,,2.4760000000,0.0076000000,3.1770000000,0.0007000000,6.2630000000,0.0000000000,32.0920000000,0.0007000000,REJECTED
FPF08,TH-40,X13,1.5160000000,1.0860000000,0.8180000000,0.8540000000,3.0000000000,0.0500000000,1.6020000000,0.9690000000,0.6470000000,1.2020000000,1.0600000000,1.2700000000,,3.9910000000,0.0001000000,5.3310000000,0.0000000000,6.7900000000,0.0000000000,48.3150000000,0.0000000000,REJECTED
FPF09,TH-40,X13,3.0000000000,2.0290000000,1.7770000000,0.1260000000,3.0000000000,0.6020000000,0.6490000000,1.1600000000,0.5830000000,1.1160000000,1.0040000000,1.3500000000,,14.1810000000,0.0000000000,14.5850000000,0.0000000000,1.7570000000,0.0689000000,79.9410000000,0.0000000000,REJECTED
NP061,TH-40,X13,3.0000000000,1.6240000000,1.1190000000,0.0500000000,1.2430000000,0.1100000000,1.2130000000,2.0280000000,0.8010000000,2.0730000000,1.8090000000,1.2800000000,,2.8250000000,0.0025000000,3.4860000000,0.0003000000,1.0840000000,0.3794000000,36.7470000000,0.0001000000,REJECTED
FP510,TH-40,X13,3.0000000000,2.7650000000,1.8090000000,0.2010000000,3.0000000000,0.6690000000,1.4020000000,1.4720000000,0.8770000000,1.0570000000,0.7030000000,1.5500000000,,3.0860000000,0.0011000000,4.0240000000,0.0000000000,2.9370000000,0.0018000000,36.5190000000,0.0001000000,REJECTED
FP607,TH-40,X13,1.4960000000,1.0330000000,1.0500000000,0.1760000000,3.0000000000,0.3790000000,0.5130000000,0.8570000000,0.5370000000,0.9380000000,0.9230000000,1.0100000000,,13.6180000000,0.0000000000,18.4770000000,0.0000000000,0.9130000000,0.5307000000,84.9380000000,0.0000000000,CONDITIONALLY REJECTED
NP081,TH-40,X13,3.0000000000,0.9290000000,1.0580000000,0.5780000000,1.1960000000,0.6150000000,1.4520000000,1.5820000000,0.7200000000,1.8480000000,1.6860000000,1.3600000000,,2.3210000000,0.0124000000,2.8320000000,0.0023000000,1.6490000000,0.0935000000,36.4270000000,0.0001000000,REJECTED
FP511,TH-40,X13,3.0000000000,3.0000000000,2.2000000000,0.4770000000,3.0000000000,0.6750000000,2.1300000000,1.2760000000,0.8790000000,1.3920000000,1.2580000000,1.9300000000,,2.6710000000,0.0041000000,2.3450000000,0.0111000000,4.7570000000,0.0000000000,21.7850000000,0.0261000000,REJECTED
FP512,TH-40,X13,3.0000000000,2.4050000000,1.1290000000,0.4770000000,3.0000000000,0.1560000000,1.9250000000,2.0030000000,1.0170000000,2.5750000000,2.5610000000,1.7500000000,,1.4620000000,0.1539000000,1.5810000000,0.1105000000,1.5750000000,0.1145000000,28.5630000000,0.0027000000,REJECTED
TP129,TH-40,X13,3.0000000000,2.6930000000,1.8430000000,0.1000000000,3.0000000000,0.4150000000,2.2180000000,2.5600000000,0.9850000000,3.0000000000,2.7770000000,1.9600000000,,1.3840000000,0.1883000000,1.4490000000,0.1578000000,2.4210000000,0.0093000000,17.9420000000,0.0829000000,REJECTED
FP014,TH-41,X13,0.9010000000,0.6810000000,0.9430000000,0.0250000000,1.0070000000,0.0560000000,0.6540000000,0.8970000000,0.6710000000,0.8770000000,0.8330000000,0.6700000000,,15.2960000000,0.0000000000,19.7130000000,0.0000000000,3.2880000000,0.0006000000,90.2320000000,0.0000000000,ACCEPTED
FP019,TH-41,X13,0.5270000000,0.3490000000,0.5440000000,0.1760000000,0.7800000000,0.5060000000,0.9570000000,1.3860000000,0.8780000000,0.8340000000,0.7040000000,0.7600000000,,11.0520000000,0.0000000000,14.0680000000,0.0000000000,6.2550000000,0.0000000000,88.9920000000,0.0000000000,ACCEPTED
FP038,TH-41,X13,2.1420000000,1.7550000000,0.4820000000,1.8340000000,3.0000000000,0.5000000000,1.4190000000,1.4770000000,1.1750000000,0.9050000000,0.8210000000,1.4600000000,,1.4590000000,0.1549000000,2.3910000000,0.0096000000,0.8760000000,0.5653000000,44.7700000000,0.0000000000,REJECTED
FU014,TH-41,X13,3.0000000000,2.3370000000,0.7060000000,1.3060000000,3.0000000000,0.1050000000,2.7670000000,2.3290000000,0.3270000000,2.6030000000,2.3720000000,1.9100000000,,0.9150000000,0.5285000000,1.1090000000,0.3584000000,4.9600000000,0.0000000000,33.4420000000,0.0004000000,REJECTED
FU015,TH-41,X13,3.0000000000,3.0000000000,0.4890000000,2.3610000000,2.9270000000,0.4390000000,1.9930000000,2.7570000000,0.9340000000,3.0000000000,2.6460000000,1.9600000000,,1.2600000000,0.2553000000,1.3870000000,0.1856000000,1.3400000000,0.2108000000,9.8900000000,0.5403000000,REJECTED
FU018,TH-41,X13,3.0000000000,0.8890000000,1.0560000000,0.3270000000,1.1710000000,0.4840000000,2.7730000000,3.0000000000,0.7610000000,3.0000000000,3.0000000000,1.8100000000,,1.0200000000,0.4330000000,1.0980000000,0.3671000000,6.7150000000,0.0000000000,9.5430000000,0.5719000000,REJECTED
TU068,TH-41,X13,3.0000000000,3.0000000000,2.8550000000,0.4270000000,3.0000000000,0.5210000000,2.8650000000,2.3290000000,0.4240000000,2.5720000000,2.2180000000,2.1400000000,,0.9160000000,0.5274000000,0.9440000000,0.5005000000,4.8520000000,0.0000000000,16.9820000000,0.1084000000,REJECTED
FP109,TH-41,X13,3.0000000000,3.0000000000,2.1800000000,0.8040000000,3.0000000000,0.1610000000,1.7330000000,2.1280000000,0.8110000000,2.3730000000,2.3710000000,1.8400000000,,2.7430000000,0.0032000000,2.6750000000,0.0038000000,3.0260000000,0.0013000000,26.8160000000,0.0049000000,REJECTED
FP118,TH-41,X13,3.0000000000,3.0000000000,2.0340000000,0.1000000000,3.0000000000,0.7580000000,1.6040000000,1.3350000000,0.7880000000,1.1290000000,0.8490000000,1.7200000000,,1.5770000000,0.1132000000,2.0030000000,0.0323000000,1.1030000000,0.3644000000,22.7720000000,0.0190000000,REJECTED
FP301,TH-41,X13,3.0000000000,0.5910000000,0.9100000000,0.6280000000,0.9610000000,0.4400000000,2.5440000000,2.1610000000,1.3140000000,1.4410000000,1.4110000000,1.5800000000,,1.5460000000,0.1230000000,1.2210000000,0.2787000000,2.9350000000,0.0018000000,14.7820000000,0.1927000000,REJECTED
FP306,TH-41,X13,3.0000000000,1.1690000000,0.3060000000,1.0800000000,3.0000000000,0.5820000000,2.9640000000,2.4640000000,1.0250000000,3.0000000000,2.7670000000,2.0400000000,,0.7980000000,0.6419000000,0.8170000000,0.6232000000,3.5620000000,0.0002000000,13.9700000000,0.2347000000,REJECTED
FP317,TH-41,X13,2.5390000000,1.9990000000,1.8770000000,0.0250000000,3.0000000000,0.1910000000,1.0920000000,1.2350000000,0.7830000000,1.5520000000,1.5290000000,1.4100000000,,3.6680000000,0.0002000000,3.5920000000,0.0002000000,0.5190000000,0.8871000000,35.1310000000,0.0002000000,REJECTED
FP321,TH-41,X13,3.0000000000,2.3260000000,0.4800000000,1.3060000000,3.0000000000,0.5330000000,1.5830000000,1.7600000000,1.2370000000,1.0280000000,0.9320000000,1.5800000000,,1.1970000000,0.2959000000,2.0310000000,0.0297000000,1.0600000000,0.3994000000,28.1020000000,0.0031000000,REJECTED
FP331,TH-41,X13,3.0000000000,3.0000000000,1.6950000000,0.4020000000,3.0000000000,0.5950000000,2.6210000000,1.8950000000,1.1730000000,1.3280000000,1.1210000000,1.8800000000,,1.5140000000,0.1341000000,1.4760000000,0.1471000000,5.8500000000,0.0000000000,21.9040000000,0.0251000000,REJECTED
FU064,TH-41,X13,3.0000000000,0.6070000000,0.6250000000,0.6280000000,1.1250000000,0.4830000000,2.4120000000,2.3650000000,0.5150000000,2.8580000000,2.8150000000,1.6300000000,,0.9340000000,0.5103000000,1.1480000000,0.3292000000,2.1190000000,0.0237000000,19.4520000000,0.0534000000,REJECTED
FU078,TH-41,X13,3.0000000000,0.5580000000,0.5200000000,1.0050000000,0.8170000000,0.3470000000,2.3220000000,1.8500000000,1.1050000000,2.1850000000,2.1250000000,1.5200000000,,1.2040000000,0.2911000000,1.6330000000,0.0957000000,3.5380000000,0.0003000000,25.5900000000,0.0075000000,REJECTED
FPF03,TH-41,X13,3.0000000000,3.0000000000,0.9580000000,0.5530000000,3.0000000000,0.9120000000,2.5680000000,1.2680000000,0.5550000000,1.8000000000,1.6610000000,1.9000000000,,0.9730000000,0.4743000000,1.0620000000,0.3962000000,2.3370000000,0.0121000000,29.7300000000,0.0017000000,REJECTED
TPF02,TH-41,NO_SIGNAL,,,,,,,,,,,,,,,,,,,,,,
TUF01,TH-41,X13,3.0000000000,2.2210000000,0.6820000000,0.3270000000,3.0000000000,0.8320000000,2.0280000000,1.2630000000,0.6740000000,0.9720000000,0.9020000000,1.6500000000,,1.5790000000,0.1126000000,1.4210000000,0.1700000000,1.5620000000,0.1185000000,29.5330000000,0.0019000000,REJECTED
TUF02,TH-41,STL_FALLBACK,,,,,,,,,,,,,,,,,,,,,,
NPF01,TH-41,X13,3.0000000000,1.9750000000,1.5870000000,0.7790000000,3.0000000000,0.3820000000,2.7240000000,2.8220000000,0.2070000000,2.7590000000,1.8570000000,2.0000000000,,1.0640000000,0.3955000000,1.1980000000,0.2941000000,6.6850000000,0.0000000000,19.2460000000,0.0568000000,REJECTED
FPF05,TH-41,X13,3.0000000000,1.8980000000,1.1670000000,0.5530000000,3.0000000000,0.1130000000,2.0760000000,1.4570000000,1.1190000000,1.1020000000,0.9360000000,1.6200000000,,2.4740000000,0.0077000000,2.6680000000,0.0039000000,5.3290000000,0.0000000000,27.1480000000,0.0044000000,REJECTED
FPF08,TH-41,X13,1.0760000000,0.9380000000,0.3450000000,3.0000000000,3.0000000000,0.6960000000,1.6190000000,1.3120000000,0.7740000000,2.5160000000,2.1710000000,1.6900000000,,2.7400000000,0.0033000000,3.8200000000,0.0001000000,4.3400000000,0.0000000000,30.9350000000,0.0011000000,REJECTED
FPF09,TH-41,X13,3.0000000000,2.9130000000,2.0490000000,0.5530000000,3.0000000000,1.0690000000,0.8460000000,0.6590000000,0.4210000000,0.5730000000,0.5090000000,1.4600000000,,9.1200000000,0.0000000000,8.7000000000,0.0000000000,1.8210000000,0.0574000000,65.0500000000,0.0000000000,REJECTED
NP061,TH-41,X13,3.0000000000,3.0000000000,1.8210000000,0.0500000000,3.0000000000,1.1420000000,2.4390000000,1.8190000000,1.0540000000,1.7010000000,1.5240000000,2.0100000000,,1.1260000000,0.3467000000,1.1440000000,0.3321000000,2.2020000000,0.0183000000,12.6960000000,0.3136000000,REJECTED
FP510,TH-41,X13,3.0000000000,3.0000000000,1.8380000000,0.2510000000,3.0000000000,0.7250000000,2.6840000000,2.1010000000,1.1730000000,1.6290000000,1.1810000000,1.9500000000,,1.5770000000,0.1133000000,1.2950000000,0.2335000000,11.4010000000,0.0000000000,18.1920000000,0.0772000000,REJECTED
FP607,TH-41,X13,3.0000000000,2.6130000000,1.8480000000,0.1000000000,3.0000000000,0.9260000000,0.7280000000,0.7880000000,0.6480000000,0.7480000000,0.7090000000,1.4100000000,,9.1930000000,0.0000000000,10.8960000000,0.0000000000,1.5210000000,0.1322000000,66.1210000000,0.0000000000,REJECTED
NP081,TH-41,X13,3.0000000000,0.7270000000,1.1830000000,0.5020000000,2.5480000000,0.6170000000,1.9680000000,2.1410000000,0.9640000000,2.1210000000,2.0860000000,1.7300000000,,1.0040000000,0.4469000000,1.1210000000,0.3498000000,0.5610000000,0.8570000000,15.4420000000,0.1631000000,REJECTED
FP511,TH-41,X13,3.0000000000,3.0000000000,2.8050000000,0.5020000000,3.0000000000,0.1120000000,2.0140000000,2.2850000000,0.8520000000,2.8170000000,2.4150000000,1.9700000000,,1.6550000000,0.0913000000,1.6240000000,0.0983000000,2.0590000000,0.0284000000,16.7840000000,0.1144000000,REJECTED
FP512,TH-41,X13,3.0000000000,3.0000000000,1.5600000000,0.6280000000,3.0000000000,0.3600000000,2.8860000000,1.6160000000,0.8190000000,2.3750000000,1.9850000000,1.9500000000,,0.9180000000,0.5255000000,0.9140000000,0.5287000000,3.6370000000,0.0002000000,8.2090000000,0.6945000000,REJECTED
TP129,TH-41,X13,3.0000000000,1.5770000000,0.9100000000,0.7030000000,3.0000000000,0.4320000000,2.5340000000,1.9810000000,1.2540000000,1.6240000000,1.4650000000,1.8300000000,,1.1190000000,0.3521000000,1.3010000000,0.2300000000,3.2350000000,0.0007000000,17.5070000000,0.0937000000,REJECTED
